,user,user_rt,weight,idd
15323,ArantxaRuiz_,agarzon,454,1339586576695750656
15324,nereafercor,agarzon,454,1339586576695750656
15325,marcesp2,agarzon,454,1339586576695750656
15326,MARIAJOSEHERN51,PODEMOS,324,1339559000971603969
15327,jorger87x_jorge,toni_martinez64,22,1339577272508895233
15328,PodemosMarbella,MartinaVelardeG,42,1339586160587259904
15329,claraaflorees,Ernesto_Alba,22,1339580379624316930
15330,olgaherrero,PabloIglesias,2389,1339554120789798912
15331,Ivica_Jovanov,agarzon,454,1339586576695750656
15332,sanjuanero555,agarzon,454,1339586576695750656
15333,Garcaterra,Podemos_AND,132,1339586721416007689
15334,asanchezg_,PabloIglesias,2389,1339554120789798912
15335,PodemosMarbella,PabloIglesias,2389,1339554120789798912
15336,marpilcor,PODEMOS,64,1339554287735742465
15337,sanjuanero555,MartinaVelardeG,42,1339586160587259904
15338,JDSualdea,IzquierdaUnida,230,1339555345853796354
15339,salvadorsanvil1,PabloIglesias,2389,1339554120789798912
15340,txusramos,agarzon,454,1339586576695750656
15341,olga383,Podemos_AND,132,1339586721416007689
15342,rixirixivk,agarzon,454,1339586576695750656
15343,GerardoBici,MartinaVelardeG,42,1339586160587259904
15344,sanjuanero555,_ABallester,3,1339586688411045888
15345,jasonadonis12,PODEMOS,69,1339564899505213440
15346,marpilcor,pilar_lima,65,1339548863699533824
15347,anforeveran,PabloIglesias,2389,1339554120789798912
15348,carlinhostop69,PabloIglesias,2389,1339554120789798912
15349,DamianJCuesta,PabloIglesias,2389,1339554120789798912
15350,marpilcor,m_tere_perez,39,1339542825915047940
15351,retana_barbara,agarzon,454,1339586576695750656
15352,raquelsancho98,AntonGomezReino,68,1339550078009274369
15353,Alcal1Rubio,PabloIglesias,2389,1339554120789798912
15354,carlosbarbam,agarzon,454,1339586576695750656
15355,trigork,agarzon,454,1339586576695750656
15356,jasonadonis12,PODEMOS,74,1339565510321557505
15357,blanquirrojo247,PabloIglesias,2389,1339554120789798912
15358,el_partal,_ABallester,3,1339586688411045888
15359,profeflauta,PODEMOS,69,1339564899505213440
15360,mamb1960,Ernesto_Alba,22,1339580379624316930
15361,Solimn11,PabloIglesias,2389,1339554120789798912
15362,VillalbaPodemos,PODEMOS,71,1339562514712018945
15363,el_partal,agarzon,454,1339586576695750656
15364,afobaquer,PabloIglesias,2389,1339554120789798912
15365,CeliaSaPe,IreneMontero,631,1339553350732427265
15366,garcitoral1,IreneMontero,631,1339553350732427265
15367,represssion,PabloIglesias,2389,1339554120789798912
15368,gomezjin,PabloIglesias,2389,1339554120789798912
15369,RaulSolisEU,MartinaVelardeG,42,1339586160587259904
15370,sergiidz_,PabloIglesias,2389,1339554120789798912
15371,acompanado_el,PODEMOS,108,1339552424017752067
15372,tuiterFernando,PODEMOS,62,1339567107231649795
15373,ismaelgomezia,PabloIglesias,2389,1339554120789798912
15374,eljezu1,PODEMOS,74,1339565510321557505
15375,RepublicanoGra1,PodemGranollers,17,1339584691242815488
15376,VillalbaPodemos,celescruzperez,3,1339585931108442116
15377,patitasdemodelo,PabloIglesias,2389,1339554120789798912
15378,jasonadonis12,PODEMOS,82,1339570017575288833
15379,LuisDiiz,PabloIglesias,2389,1339554120789798912
15380,pelayodebriones,PabloIglesias,2389,1339554120789798912
15381,KatherineJimFel,IreneMontero,631,1339553350732427265
15382,AntonietaGabela,Julio_Rodr_,196,1339575549375762432
15383,VillalbaPodemos,PabloIglesias,2389,1339554120789798912
15384,Resistenciamor1,PodemGranollers,17,1339584691242815488
15385,RIVERS793,PabloIglesias,2389,1339554120789798912
15386,pucela95,PODEMOS,324,1339559000971603969
15387,mcgarret32,PodemosEuskadi_,9,1339548416339288064
15388,alextalavera981,IzquierdaUnida,230,1339555345853796354
15389,espiritu15_m,PodemGranollers,17,1339584691242815488
15390,jorozco_81,pilar_lima,65,1339548863699533824
15391,76mLola,PabloIglesias,2389,1339554120789798912
15392,MarianneRants,GabiPalma__,2,1339585784295264261
15393,Andreoloo,PODEMOS,324,1339559000971603969
15394,augalevada,PabloIglesias,2389,1339554120789798912
15395,Patrito1999,PodemGranollers,17,1339584691242815488
15396,victorAst17,Julio_Rodr_,196,1339575549375762432
15397,VICTORI43762463,toni_martinez64,22,1339577272508895233
15398,penelope57,MartinaVelardeG,88,1339550415034216448
15399,Granollersindi1,PodemGranollers,17,1339584691242815488
15400,braidojaramillo,IreneMontero,631,1339553350732427265
15401,LicoMino,PODEMOS,324,1339559000971603969
15402,MilitanciaMora1,PodemGranollers,17,1339584691242815488
15403,PodemMallorca,antonia_mp_,9,1339549423152615427
15404,JovenesLlerena,IzquierdaUnida,88,1339572361801154560
15405,anassuarz,PODEMOS,64,1339554287735742465
15406,Rufaes1,IreneMontero,631,1339553350732427265
15407,Monny1963,PODEMOS,62,1339567107231649795
15408,moradocircuio,PodemGranollers,17,1339584691242815488
15409,DEEMIAN666,PabloIglesias,2389,1339554120789798912
15410,eltuert0,PabloIglesias,2389,1339554120789798912
15411,yolamll,PabloIglesias,2389,1339554120789798912
15412,Rufaes1,PabloIglesias,2389,1339554120789798912
15413,_cacholiu,Julio_Rodr_,196,1339575549375762432
15414,pauuelvira,IreneMontero,631,1339553350732427265
15415,MoradoCirculo,PodemGranollers,17,1339584691242815488
15416,jrepulles1,Julio_Rodr_,196,1339575549375762432
15417,Biolola,Julio_Rodr_,196,1339575549375762432
15418,AzagraValeria,PODEMOS,324,1339559000971603969
15419,IzquierdaUnida,Ernesto_Alba,22,1339580379624316930
15420,jvmendezdeleon,PabloIglesias,2389,1339554120789798912
15421,publicared,vdvaldesc,5,1339563183216996352
15422,maledog88,PODEMOS,107,1339548399645958144
15423,DaddaGarcia,PabloIglesias,2389,1339554120789798912
15424,Monny1963,PODEMOS,71,1339562514712018945
15425,celia_hm96,PabloIglesias,2389,1339554120789798912
15426,alivalerov,IreneMontero,631,1339553350732427265
15427,mariuca53,PabloIglesias,2389,1339554120789798912
15428,cova19622,PabloIglesias,2389,1339554120789798912
15429,Monny1963,PODEMOS,82,1339570017575288833
15430,antonioykitty,PODEMOS,82,1339570017575288833
15431,podemosbarajas,PabloIglesias,2389,1339554120789798912
15432,KizkiKiz,IreneMontero,631,1339553350732427265
15433,LuchaSocial12,PodemGranollers,17,1339584691242815488
15434,amelim78,PabloIglesias,2389,1339554120789798912
15435,AzagraValeria,IreneMontero,631,1339553350732427265
15436,poperanopepera,PabloIglesias,2389,1339554120789798912
15437,Jesus_RuizM,IzquierdaUnida,88,1339572361801154560
15438,lobolopez03,PODEMOS,324,1339559000971603969
15439,PoisonVegan,PabloIglesias,2389,1339554120789798912
15440,MANOLOTRIANO,Toni_Valero,75,1339577039305715714
15441,lenilua63,PODEMOS,62,1339567107231649795
15442,JValdean,PabloIglesias,2389,1339554120789798912
15443,RICARDOCASESG,jaimebps,1,1339582722633658369
15444,SoyYo216,ClauIrenita99,19,1339574070132748292
15445,Rosa50873780,PODEMOS,324,1339559000971603969
15446,rufines,PabloIglesias,2389,1339554120789798912
15447,BlancaMndezSier,PabloIglesias,2389,1339554120789798912
15448,UnaPersona_____,PabloIglesias,2389,1339554120789798912
15449,lenilua63,PODEMOS,82,1339570017575288833
15450,RICARDOCASESG,Monny1963,4,1339584233220702208
15451,RICARDOCASESG,podemosguindfbe,1,1339584292423254024
15452,RICARDOCASESG,podemoselcasar,3,1339584339844075523
15453,mariavillaverd3,PodemGranollers,17,1339584691242815488
15454,FVallekas,PabloIglesias,2389,1339554120789798912
15455,RICARDOCASESG,susanaruizvives,2,1339584401286463490
15456,RICARDOCASESG,podemosguindfbe,2,1339584574850920450
15457,55luchando,PabloIglesias,2389,1339554120789798912
15458,RICARDOCASESG,PodemGranollers,17,1339584691242815488
15459,RICARDOCASESG,podemosguindfbe,2,1339584736486813697
15460,SantMarceli,pilar_lima,65,1339548863699533824
15461,ainhoa_toba,IreneMontero,631,1339553350732427265
15462,Son_Goanda,Toni_Valero,75,1339577039305715714
15463,REFORMASA_ZGZ,PabloIglesias,2389,1339554120789798912
15464,Jesssica_30,PODEMOS,62,1339567107231649795
15465,OscarFdez,IzquierdaUnida,230,1339555345853796354
15466,mariapomaress_,IreneMontero,631,1339553350732427265
15467,chacono2,PabloIglesias,2389,1339554120789798912
15468,olga_hierro15,millanvmb,41,1339548400610631687
15469,sta_martinez,PabloIglesias,2389,1339554120789798912
15470,OscarFdez,PODEMOS,108,1339552424017752067
15471,MAMBORA1,AntonGomezReino,68,1339550078009274369
15472,SantMarceli,PODEMOS,324,1339559000971603969
15473,esperanzagnlez,PabloIglesias,2389,1339554120789798912
15474,anaadm_13,PabloIglesias,2389,1339554120789798912
15475,clickconection,PabloIglesias,2389,1339554120789798912
15476,BeaMartin28,PabloIglesias,2389,1339554120789798912
15477,PValdemorillo,PodemosCMadrid,67,1339548843541729282
15478,SantMarceli,Podem_,33,1339552072958677001
15479,troyana25,nacho991960,35,1339549543814336514
15480,MAMBORA1,PODEMOS,74,1339565510321557505
15481,felipeavilesbra,juralde,103,1339549990545440769
15482,troyana25,PodemosCMadrid,67,1339548843541729282
15483,Goyathlay1980,alfonso_ng,7,1339548531087056896
15484,GabiT9,IreneMontero,631,1339553350732427265
15485,R4ulPerez,PabloIglesias,2389,1339554120789798912
15486,anagago2001,IreneMontero,631,1339553350732427265
15487,victorAst17,juralde,103,1339549990545440769
15488,hctormanuel1,IreneMontero,631,1339553350732427265
15489,sandraeesteve,IreneMontero,631,1339553350732427265
15490,victorAst17,PODEMOS,71,1339562514712018945
15491,felipeavilesbra,PODEMOS,324,1339559000971603969
15492,catachoquera,PabloIglesias,2389,1339554120789798912
15493,victorAst17,PODEMOS,69,1339564899505213440
15494,Red_ComBat_,PabloIglesias,2389,1339554120789798912
15495,saracc04,PabloIglesias,2389,1339554120789798912
15496,victorAst17,PODEMOS,62,1339567107231649795
15497,enlospolos,PODEMOS,69,1339564899505213440
15498,victorAst17,PODEMOS,82,1339570017575288833
15499,javiarm96,IreneMontero,631,1339553350732427265
15500,TierrayaguaVeng,Podemos_AND,12,1339558979681267713
15501,PValdemorillo,jesussantosalc,46,1339548831709601792
15502,victorAst17,ionebelarra,48,1339572229919698948
15503,morosologia,PabloIglesias,2389,1339554120789798912
15504,begonys,IzquierdaUnida,88,1339572361801154560
15505,GustavoCortes52,IreneMontero,631,1339553350732427265
15506,HugoCor94275268,Tipo_del_79,3,1339560389378453504
15507,Rebelde2020Mai,Julio_Rodr_,196,1339575549375762432
15508,JCarlabbe,PabloIglesias,2389,1339554120789798912
15509,GemmaDoGuerra,GloriaElizo,24,1339551344215121924
15510,PValdemorillo,ionebelarra,48,1339572229919698948
15511,PValdemorillo,IreneMontero,631,1339553350732427265
15512,VillalbaPodemos,PODEMOS,107,1339548399645958144
15513,nerecabal,PabloIglesias,2389,1339554120789798912
15514,rosamedel11,PODEMOS,69,1339564899505213440
15515,enlospolos,PODEMOS,71,1339562514712018945
15516,troyana25,jesussantosalc,46,1339548831709601792
15517,atentos2,IzquierdaUnida,230,1339555345853796354
15518,enlospolos,PODEMOS,62,1339567107231649795
15519,troyana25,Jaumeasens,69,1339549175214731264
15520,bdimarcantonio,PabloIglesias,2389,1339554120789798912
15521,yakomarhippy,PODEMOS,103,1339550159059873792
15522,Trolleando_lol,PabloIglesias,2389,1339554120789798912
15523,UnidasSantander,Podemos_CANT,8,1339576443001573377
15524,enlospolos,PODEMOS,82,1339570017575288833
15525,resistire56,PODEMOS,74,1339565510321557505
15526,Monny1963,alba_leo,42,1339558599408939009
15527,Hastalos12,Julio_Rodr_,196,1339575549375762432
15528,HugoCor94275268,AntonGomezReino,68,1339550078009274369
15529,gonzaloplata,RoserComellas,2,1339583250532974595
15530,Mariaperezpere,nacho991960,35,1339549543814336514
15531,anaalonsogonza1,toni_martinez64,22,1339577272508895233
15532,karael10,Toni_Valero,75,1339577039305715714
15533,sierra_arr,MiguelSantosRR,14,1339557955885133827
15534,Fran17488867,PabloIglesias,2389,1339554120789798912
15535,ConfiBuho,NoemiPAH,3,1339574816861544452
15536,Biolola,MartinaVelardeG,88,1339550415034216448
15537,Vitoquive,PODEMOS,82,1339570017575288833
15538,gvalls3,IreneMontero,631,1339553350732427265
15539,WolfsKarin,Podem_,33,1339552072958677001
15540,Vitoquive,PODEMOS,62,1339567107231649795
15541,grumpy_vegan26,IreneMontero,631,1339553350732427265
15542,tmaesoromero,nacho991960,35,1339549543814336514
15543,JuanyGar63,jesussantosalc,46,1339548831709601792
15544,emerrom,PabloIglesias,2389,1339554120789798912
15545,Vitoquive,PODEMOS,74,1339565510321557505
15546,LdaValicha,IreneMontero,631,1339553350732427265
15547,JosAntonioMill2,PabloIglesias,2389,1339554120789798912
15548,BeatrizGimeno1,IreneMontero,631,1339553350732427265
15549,RICARDOCASESG,Tipo_del_79,3,1339560389378453504
15550,Vitoquive,PODEMOS,69,1339564899505213440
15551,ModestoGonVa,PabloIglesias,2389,1339554120789798912
15552,RICARDOCASESG,AntonGomezReino,68,1339550078009274369
15553,RICARDOCASESG,PodemosAlcorcon,14,1339549094226911232
15554,troyana25,PODEMOS,108,1339552424017752067
15555,RICARDOCASESG,MAMBORA1,2,1339572200320471040
15556,troyana25,MartinaVelardeG,88,1339550415034216448
15557,Raaquueel4,PODEMOS,324,1339559000971603969
15558,RICARDOCASESG,PodemPolinya,7,1339548447712698369
15559,RICARDOCASESG,juralde,103,1339549990545440769
15560,Podemos_AND,Toni_Valero,75,1339577039305715714
15561,RICARDOCASESG,IzquierdaUnida,88,1339572361801154560
15562,RICARDOCASESG,MartinaVelardeG,88,1339550415034216448
15563,RICARDOCASESG,Yuyukeze,3,1339564524802850818
15564,Yuniesky80,PabloIglesias,2389,1339554120789798912
15565,Raaquueel4,PabloIglesias,2389,1339554120789798912
15566,RICARDOCASESG,PODEMOS,103,1339550159059873792
15567,felipeavilesbra,MartinaVelardeG,88,1339550415034216448
15568,RICARDOCASESG,PodemosCMadrid,67,1339548843541729282
15569,RICARDOCASESG,Podemos_DV,4,1339563200229072899
15570,jaimebps,IzquierdaUnida,230,1339555345853796354
15571,SolMartinFern,PabloIglesias,2389,1339554120789798912
15572,PValdemorillo,alba_leo,42,1339558599408939009
15573,FSaorin82,PabloIglesias,2389,1339554120789798912
15574,troyana25,Podemos_AND,12,1339558979681267713
15575,PValdemorillo,Julio_Rodr_,196,1339575549375762432
15576,LuciaGalan10,PabloIglesias,2389,1339554120789798912
15577,PValdemorillo,PabloIglesias,2389,1339554120789798912
15578,EpubliR,PODEMOS,69,1339564899505213440
15579,tmaesoromero,PabloIglesias,2389,1339554120789798912
15580,EugeniaLosaOliv,PODEMOS,74,1339565510321557505
15581,anaalonsogonza1,NoemiPAH,3,1339574816861544452
15582,Sonsolesmartin6,PabloIglesias,2389,1339554120789798912
15583,AliciaBeltrnFi2,PabloIglesias,2389,1339554120789798912
15584,RICARDOCASESG,MariaMarinMart,28,1339549248547934209
15585,manuelm09444509,PODEMOS,74,1339565510321557505
15586,JonathanHG29,PODEMOS,71,1339562514712018945
15587,RICARDOCASESG,abuelaenfadada,3,1339569986730385410
15588,mariapodemostri,PabloIglesias,2389,1339554120789798912
15589,JonathanHG29,PODEMOS,69,1339564899505213440
15590,RICARDOCASESG,Jaumeasens,69,1339549175214731264
15591,anaalonsogonza1,ClauIrenita99,19,1339574070132748292
15592,jlazaro,PabloIglesias,2389,1339554120789798912
15593,RICARDOCASESG,podemosalicante,37,1339551411965751298
15594,RICARDOCASESG,abuelaenfadada,1,1339569875518443521
15595,JonathanHG29,PODEMOS,74,1339565510321557505
15596,RICARDOCASESG,alba_leo,42,1339558599408939009
15597,JonathanHG29,PODEMOS,62,1339567107231649795
15598,RICARDOCASESG,jesussantosalc,46,1339548831709601792
15599,EvaGSempere,IzquierdaUnida,88,1339572361801154560
15600,CPlayasAlicante,podemosalicante,37,1339551411965751298
15601,TikisMikicho,IreneMontero,631,1339553350732427265
15602,RICARDOCASESG,delquintopiso,3,1339572305471541252
15603,abrahamka,PODEMOS,71,1339562514712018945
15604,RICARDOCASESG,pilar_lima,65,1339548863699533824
15605,RICARDOCASESG,IU_Madrid,24,1339553207002025984
15606,RICARDOCASESG,toni_martinez64,22,1339577272508895233
15607,RICARDOCASESG,PODEMOS,324,1339559000971603969
15608,yakomarhippy,Julio_Rodr_,196,1339575549375762432
15609,BTMaku,PodemosAlcorcon,14,1339549094226911232
15610,alarte1,PabloIglesias,2389,1339554120789798912
15611,juanrl84,PabloIglesias,2389,1339554120789798912
15612,IU_Madrid,IzquierdaUnida,230,1339555345853796354
15613,leligamu,Podemos_CT,4,1339551557130567681
15614,Maite__67,PODEMOS,324,1339559000971603969
15615,Olga_Hurtado66,PODEMOS,82,1339570017575288833
15616,PacoDomnguez,PabloIglesias,2389,1339554120789798912
15617,LAPYZAZUL,PabloIglesias,2389,1339554120789798912
15618,RICARDOCASESG,millanvmb,41,1339548400610631687
15619,RICARDOCASESG,Toni_Valero,75,1339577039305715714
15620,Canariona64,PabloIglesias,2389,1339554120789798912
15621,RICARDOCASESG,IzquierdaUnida,230,1339555345853796354
15622,RICARDOCASESG,PabloIglesias,2389,1339554120789798912
15623,peripatetico50,PabloIglesias,2389,1339554120789798912
15624,Vitoquive,PODEMOS,71,1339562514712018945
15625,RICARDOCASESG,PODEMOS,108,1339552424017752067
15626,RICARDOCASESG,IreneMontero,631,1339553350732427265
15627,RICARDOCASESG,Julio_Rodr_,196,1339575549375762432
15628,Vitoquive,juralde,103,1339549990545440769
15629,chelobarrera,PabloIglesias,2389,1339554120789798912
15630,MAMBORA1,PODEMOS,103,1339550159059873792
15631,Vitoquive,PODEMOS,324,1339559000971603969
15632,MAMBORA1,Julio_Rodr_,196,1339575549375762432
15633,mikel_d67,IreneMontero,631,1339553350732427265
15634,xHuErTaSx,PabloIglesias,2389,1339554120789798912
15635,lake_imadra,PODEMOS,324,1339559000971603969
15636,AlexDe_Large_,Julio_Rodr_,196,1339575549375762432
15637,Vitoquive,PabloIglesias,2389,1339554120789798912
15638,capi_walker,PabloIglesias,2389,1339554120789798912
15639,SergioLanaLacun,PabloIglesias,2389,1339554120789798912
15640,Vitoquive,m_tere_perez,39,1339542825915047940
15641,rcko3,Julio_Rodr_,196,1339575549375762432
15642,PodemosSDR,Podemos_CANT,8,1339576443001573377
15643,SoyEsmeraldaSP,PabloIglesias,2389,1339554120789798912
15644,AngelBlau1,PODEMOS,71,1339562514712018945
15645,jlazaro,Julio_Rodr_,196,1339575549375762432
15646,RamoCoralia,PODEMOS,82,1339570017575288833
15647,luis_sisepuede,MartinaVelardeG,88,1339550415034216448
15648,pinainbloom,IreneMontero,631,1339553350732427265
15649,yoyalolaz,PODEMOS,82,1339570017575288833
15650,troyana25,PODEMOS,103,1339550159059873792
15651,fernandillo350,PabloIglesias,2389,1339554120789798912
15652,AMORSERRANO,PabloIglesias,2389,1339554120789798912
15653,davidademirsan,menoscanas,27,1339554292508844037
15654,AndresRodrigPCA,pcandalucia,9,1339576300693049352
15655,AndresRodrigPCA,Toni_Valero,75,1339577039305715714
15656,AlgabaAngeles,Julio_Rodr_,196,1339575549375762432
15657,pezzsil,PabloIglesias,2389,1339554120789798912
15658,GloriaCaboP,PabloIglesias,2389,1339554120789798912
15659,teresadiazoltra,PODEMOS,324,1339559000971603969
15660,FraanMN,Ernesto_Alba,22,1339580379624316930
15661,AlgabaAngeles,PabloIglesias,2389,1339554120789798912
15662,CarmencmgCsrmen,PabloIglesias,2389,1339554120789798912
15663,troyana25,AntonGomezReino,68,1339550078009274369
15664,Mercedes196307,PODEMOS,324,1339559000971603969
15665,MANALVAN,Julio_Rodr_,196,1339575549375762432
15666,NagomonNb,PabloIglesias,2389,1339554120789798912
15667,txivico,PabloIglesias,2389,1339554120789798912
15668,Vicente61000284,PODEMOS,108,1339552424017752067
15669,franchogamo,PabloIglesias,2389,1339554120789798912
15670,marlopbren,PabloIglesias,2389,1339554120789798912
15671,errezeta22,PabloIglesias,2389,1339554120789798912
15672,Carmenlacanaria,PabloIglesias,2389,1339554120789798912
15673,caarloos72,PabloIglesias,2389,1339554120789798912
15674,AnnaAniAnna,PabloIglesias,2389,1339554120789798912
15675,yoyalolaz,PabloIglesias,2389,1339554120789798912
15676,AnaMaraCrespo,PabloIglesias,2389,1339554120789798912
15677,pocopepe,PabloIglesias,2389,1339554120789798912
15678,pepeiyo52,PabloIglesias,2389,1339554120789798912
15679,Aquelesanosdom1,Julio_Rodr_,196,1339575549375762432
15680,antonioykitty,PODEMOS,74,1339565510321557505
15681,marca_dos1,juralde,28,1339562033625313283
15682,marca_dos1,juralde,103,1339549990545440769
15683,carutorgmailcom,PabloIglesias,2389,1339554120789798912
15684,Repartidorcabr1,Julio_Rodr_,196,1339575549375762432
15685,cannetelareal,Toni_Valero,75,1339577039305715714
15686,IuOrtiz,Toni_Valero,75,1339577039305715714
15687,lauramodenes1,PabloIglesias,2389,1339554120789798912
15688,AndresRodrigPCA,Ernesto_Alba,22,1339580379624316930
15689,MariaPopi6,PODEMOS,82,1339570017575288833
15690,crispuedeser,IreneMontero,631,1339553350732427265
15691,liixlix,PabloIglesias,2389,1339554120789798912
15692,lepidoptera_,J_Sanchez_Serna,54,1339550870418145281
15693,oelkanimor,PabloIglesias,2389,1339554120789798912
15694,iuandalucia,Ernesto_Alba,22,1339580379624316930
15695,begonys,J_Sanchez_Serna,54,1339550870418145281
15696,pcandalucia,Ernesto_Alba,22,1339580379624316930
15697,Leobab,MalaMalamente,5,1339551565540192256
15698,Olga_Hurtado66,PODEMOS,74,1339565510321557505
15699,begonys,IU_Madrid,24,1339553207002025984
15700,LasukiMarina,PabloIglesias,2389,1339554120789798912
15701,ismaescudero,PabloIglesias,2389,1339554120789798912
15702,yuste_e,Julio_Rodr_,196,1339575549375762432
15703,borjakiller4,PabloIglesias,2389,1339554120789798912
15704,azul77551,juralde,103,1339549990545440769
15705,Podemos_Mairena,PabloIglesias,2389,1339554120789798912
15706,azul77551,PODEMOS,71,1339562514712018945
15707,azul77551,PODEMOS,69,1339564899505213440
15708,azul77551,PODEMOS,74,1339565510321557505
15709,Alberto54554608,PODEMOS,71,1339562514712018945
15710,azul77551,PODEMOS,62,1339567107231649795
15711,IKarmenkaz,PODEMOS,74,1339565510321557505
15712,azul77551,PODEMOS,82,1339570017575288833
15713,vielitus,PODEMOS,82,1339570017575288833
15714,EReccio,PabloIglesias,2389,1339554120789798912
15715,iba_marisa,PODEMOS,71,1339562514712018945
15716,Emilioperezgon6,PODEMOS,71,1339562514712018945
15717,SaaraPrada,IreneMontero,631,1339553350732427265
15718,Frida71285222,PabloIglesias,2389,1339554120789798912
15719,IsaacFernndez4,Julio_Rodr_,196,1339575549375762432
15720,Mar_ToledanoZ,PabloIglesias,2389,1339554120789798912
15721,AdriFachaNo,PabloIglesias,2389,1339554120789798912
15722,IrunalonsoAna,PabloIglesias,2389,1339554120789798912
15723,lacurrina,PODEMOS,324,1339559000971603969
15724,viceencargado,PabloIglesias,2389,1339554120789798912
15725,juamife,IreneMontero,631,1339553350732427265
15726,a_callejero,ItxasoPodemos,8,1339549134123110408
15727,_EstherSanz_,PODEMOS,71,1339562514712018945
15728,nachorcfv,PabloIglesias,2389,1339554120789798912
15729,joakojb,PabloIglesias,2389,1339554120789798912
15730,iolunadeJupiter,Julio_Rodr_,196,1339575549375762432
15731,Xannita,IreneMontero,631,1339553350732427265
15732,EfrainCampos,IzquierdaUnida,230,1339555345853796354
15733,Marinaalbrt,PODEMOS,82,1339570017575288833
15734,vielitus,Julio_Rodr_,196,1339575549375762432
15735,chechuruiz63,PODEMOS,74,1339565510321557505
15736,troyana25,J_Sanchez_Serna,54,1339550870418145281
15737,begonys,PabloIglesias,2389,1339554120789798912
15738,tano_gordillo,iuandalucia,26,1339557189749489675
15739,Loveaholica,PabloIglesias,2389,1339554120789798912
15740,Vitoquive,pilar_lima,65,1339548863699533824
15741,anabelm12,PabloIglesias,2389,1339554120789798912
15742,JoseAng53824788,IreneMontero,631,1339553350732427265
15743,RICARDOCASESG,J_Sanchez_Serna,54,1339550870418145281
15744,MelocotonMan,IreneMontero,631,1339553350732427265
15745,EvaGSempere,IzquierdaUnida,230,1339555345853796354
15746,vielitus,ionebelarra,48,1339572229919698948
15747,alainee_af,PODEMOS,324,1339559000971603969
15748,Vitoquive,MartinaVelardeG,88,1339550415034216448
15749,Vitoquive,J_Sanchez_Serna,54,1339550870418145281
15750,AxturCelta,Julio_Rodr_,196,1339575549375762432
15751,SirHomesick,PabloIglesias,2389,1339554120789798912
15752,casta20712,PabloIglesias,2389,1339554120789798912
15753,Vitoquive,PODEMOS,64,1339554287735742465
15754,iubaeza,Toni_Valero,75,1339577039305715714
15755,lareirinha,ClauIrenita99,19,1339574070132748292
15756,danrodgo,juralde,103,1339549990545440769
15757,Vitoquive,IreneMontero,631,1339553350732427265
15758,karmacomun,PabloIglesias,2389,1339554120789798912
15759,carmen_martin11,PODEMOS,324,1339559000971603969
15760,lourd3sr,IreneMontero,631,1339553350732427265
15761,GeorgeTheJam,PODEMOS,74,1339565510321557505
15762,paco229,PabloIglesias,2389,1339554120789798912
15763,j_jaguirre,podemosalicante,37,1339551411965751298
15764,antibetico21,PODEMOS,71,1339562514712018945
15765,IUBaena,IzquierdaUnida,88,1339572361801154560
15766,noe_2799,PabloIglesias,2389,1339554120789798912
15767,Pinzon2018,PODEMOS,82,1339570017575288833
15768,AnaNaranjoS,Toni_Valero,75,1339577039305715714
15769,Vitoquive,AntonGomezReino,68,1339550078009274369
15770,CachondeoP,PabloIglesias,2389,1339554120789798912
15771,alainee_af,PabloIglesias,2389,1339554120789798912
15772,4racoles,IreneMontero,631,1339553350732427265
15773,GeorgeTheJam,Julio_Rodr_,196,1339575549375762432
15774,IUCordoba,Toni_Valero,75,1339577039305715714
15775,FranGallRuiz,Emma1492is,9,1339563853567422467
15776,Vitoquive,PODEMOS,108,1339552424017752067
15777,GeorgeTheJam,PODEMOS,71,1339562514712018945
15778,MencheroMaye,Julio_Rodr_,196,1339575549375762432
15779,Vitoquive,PODEMOS,81,1339551417388941326
15780,Rober95_,PabloIglesias,2389,1339554120789798912
15781,PirateRacks,PabloIglesias,2389,1339554120789798912
15782,pantoniopina,J_Sanchez_Serna,54,1339550870418145281
15783,Franeov94,PODEMOS,81,1339551417388941326
15784,AnnaAniAnna,Toni_Valero,75,1339577039305715714
15785,Vitoquive,PODEMOS,103,1339550159059873792
15786,iu_lasrozas,IzquierdaUnida,88,1339572361801154560
15787,atleticarmen34,PabloIglesias,2389,1339554120789798912
15788,Vitoquive,Jaumeasens,69,1339549175214731264
15789,ADISNIC,PodemosCMadrid,67,1339548843541729282
15790,ArantxaPodemos,Podem_,33,1339552072958677001
15791,nabilu2,PabloIglesias,2389,1339554120789798912
15792,FranGallRuiz,PabloIglesias,2389,1339554120789798912
15793,pedroponce29,PabloIglesias,2389,1339554120789798912
15794,ADISNIC,IreneMontero,631,1339553350732427265
15795,Iker_NVS,PabloIglesias,2389,1339554120789798912
15796,xarprillax,PabloIglesias,2389,1339554120789798912
15797,errezeta22,PODEMOS,108,1339552424017752067
15798,carlotaferrer,podemosbarajas,6,1339552840788881408
15799,ValjeanJean69,podemosalicante,37,1339551411965751298
15800,MANALVAN,Toni_Valero,75,1339577039305715714
15801,ronaldgamarra,IreneMontero,631,1339553350732427265
15802,antibetico21,PODEMOS,324,1339559000971603969
15803,beky_777,PabloIglesias,2389,1339554120789798912
15804,pmurciasureste,PabloIglesias,2389,1339554120789798912
15805,PSUC_Trs,IzquierdaUnida,230,1339555345853796354
15806,collmun57,Julio_Rodr_,196,1339575549375762432
15807,PodemosRetamosa,PODEMOS,74,1339565510321557505
