,user,user_rt,weight,idd
937,xainhhoa,NewLapse,14,1337492127979360260
938,ManuelAlfonsoG,patxilopez,174,1339617333543841804
939,iissaaff,conJoseMFranco,11,1339589679692173312
940,Noelliags,JOSEMANUELSOTO1,802,1339490975681536000
941,ppeljoputa,ramonlobo,742,1339607957810528256
942,carlosursua2010,abalosmeco,216,1339604490815680512
943,Julia_del_Rey1,tabarniaBCN,34,1339677203567656964
944,carlosher1808,fabri_davila,14,1339672927881617410
945,Evopoli_Maipu,Panchoundurraga,36,1339642115777818626
946,hubicador,sanchezcastejon,1313,1339587082193260546
947,Republic451,tabarniaBCN,34,1339677203567656964
948,OskarMatute,RuizdePinedo,21,1339633490174881793
949,Ross248Star,PostigoElena,286,1333824753736544256
950,troyana25,GloriaElizo,24,1339551344215121924
951,life_mauricio,javimenayc,9,1339655206133506056
952,AnaAbad4,CristinaSegui_,411,1339667170842832902
953,txemita,emiliodebenito,27,1339581644852715530
954,OhHappyDayNow,JOSEMANUELSOTO1,802,1339490975681536000
955,jcav681,ElAguijon_,16,1339578078830284805
956,patente_de,iBarbarellah,91,1339635638283452419
957,labrenca,nomecayona,86,1339484349683683330
958,Francis73198301,Camila_RojasV,892,1339622767516397574
959,PilarMa51844511,Yus81508204,34,1337484937184882701
960,maherediadiaz,maherediadiaz,23,1339592461740515329
961,jesus98127187,JOSEMANUELSOTO1,802,1339490975681536000
962,piarjag,JOSEMANUELSOTO1,802,1339490975681536000
963,psoerota,PSOE,415,1339584712772218886
964,grizoglez,gpscongreso,99,1339584176517877760
965,JOSMARI98465878,CristinaSegui_,411,1339667170842832902
966,rosagpl44,AnitaBotwin,55,1339676696723767296
967,naxo_tai_e,Camila_RojasV,892,1339622767516397574
968,Esmeral25406136,JOSEMANUELSOTO1,802,1339490975681536000
969,anaalonsogonza1,rakeld12341234,71,1339606182093225987
970,pecholata1,CristinaSegui_,411,1339667170842832902
971,EsthertxuBlanco,sanchezcastejon,1313,1339587082193260546
972,naaii26,BertaHZMZ,4,1339678887861772289
973,FabregasJuan8,ramonlobo,742,1339607957810528256
974,frikiquark,pardodevera,516,1339584714064056324
975,EncantoInsopor2,PepaFIowers,14,1337134677975556098
976,Pablitomm18,salvadorilla,363,1339623840998170624
977,vespigador,PSaludMadrid,6,1339668083837980678
978,EspheraMellama1,tito_morano,188,1339601736797810697
979,rxmonpg,sanidadgob,134,1339613665016881155
980,faby1963,ramonlobo,742,1339607957810528256
981,luisherrera22,jgalemparte,52,1339648665653288969
982,jordi_GGG,mlalanda,189,1339610851649662977
983,sers1_,emiliodebenito,27,1339581644852715530
984,mon_zamora,gpscongreso,99,1339584176517877760
985,Awaxisnei,sanidadgob,134,1339613665016881155
986,DSteppenwolf20,supernova_2020,125,1126107217411833858
987,tumalditoduende,pardodevera,516,1339584714064056324
988,Elena52120992,ramonlobo,742,1339607957810528256
989,Mariahispania,cuquemar,406,1339511128536346625
990,AntonCordoba60,FranciscoTije2,5,1339679240258785289
991,LRmdy,Camila_RojasV,892,1339622767516397574
992,pilichus,Virginiapalonso,36,1339645459489550338
993,golondrina0711,CatalinaPerezS,70,1339623195834535937
994,ArenalCatena,Jccampm,71,1339612492754989058
995,dcgsoryu,iBarbarellah,91,1339635638283452419
996,golondrina0711,jgalemparte,74,1339606643026374662
997,CabreoEspanyol,JOSEMANUELSOTO1,802,1339490975681536000
998,isabellessmgal,salvadorilla,363,1339623840998170624
999,JuliaAlcodori,AnitaBotwin,55,1339676696723767296
1000,LibertyNewsCL,marcoporchile,50,1339646995682762756
1001,abdonpizarro,CatalinaPerezS,70,1339623195834535937
1002,hmantegazzi,luis_malla,6,1339643750159704066
1003,inakiPariente,addelagonzalez,81,1339671258598916097
1004,karloxt1,tabarniaBCN,34,1339677203567656964
1005,TeresaEstay,Camila_RojasV,892,1339622767516397574
1006,revilla_eva,PSOE,415,1339584712772218886
1007,FTRaysaMejia,Defensoria_Peru,77,1339624586380455936
1008,BarbaAngeles,ramonlobo,742,1339607957810528256
1009,JuanCaresp1,CristinaSegui_,411,1339667170842832902
1010,JhesusLi,salvadorilla,363,1339623840998170624
1011,Valegonsep,Camila_RojasV,892,1339622767516397574
1012,Sandrin98083233,Camila_RojasV,892,1339622767516397574
1013,chgroda,CristinaSegui_,411,1339667170842832902
1014,Sandrin98083233,aceballospdc,2,1339649010408284161
1015,Adrimira,abalosmeco,216,1339604490815680512
1016,SalamancaDe,ramonlobo,742,1339607957810528256
1017,hmantegazzi,AnitaBotwin,55,1339676696723767296
1018,AraceliOtero60,pardodevera,516,1339584714064056324
1019,Malendj80Jesus,CristinaSegui_,411,1339667170842832902
1020,EduFernndez,marecuencopp,33,1339531126768021507
1021,alfadres,EHBilduCongreso,15,1339595531471863814
1022,JuanSolisIgor1,FelipeParadaM,127,1339394493288726530
1023,AngeD_Rodri,tito_morano,188,1339601736797810697
1024,GemaLavin1,princesatesa1,3,1339600570596827148
1025,JFranciscoFS1,RuizdePinedo,21,1339633490174881793
1026,margalf2020,sanchezcastejon,1313,1339587082193260546
1027,SandraIRamosM,sanidadgob,134,1339613665016881155
1028,elpregrinogris,ramonlobo,742,1339607957810528256
1029,MadridCentro2D,InmaReija,1,1339678628922216453
1030,J_A_PANCHO,diostuitero,541,1339586935594000392
1031,Sazu_B,patxilopez,174,1339617333543841804
1032,666_denver,Camila_RojasV,892,1339622767516397574
1033,chuzodepunta,mendezAndreaA,36,1339655493921419267
1034,lillofernando75,Camila_RojasV,892,1339622767516397574
1035,nerdy,Camila_RojasV,892,1339622767516397574
1036,kuonderman,AnitaBotwin,55,1339676696723767296
1037,baronvonritter,articulo_30,116,1339626998826741761
1038,Conchi_Palencia,asaltoalscielos,8,1339672968511811584
1039,JFranciscoFS1,RuizdePinedo,44,1339578569182203905
1040,rociogfc,pardodevera,516,1339584714064056324
1041,yakomarhippy,salvadorilla,363,1339623840998170624
1042,cpanedita,JOSEMANUELSOTO1,802,1339490975681536000
1043,jleal1998,sanchezcastejon,1313,1339587082193260546
1044,RosaAngles2,salvadorilla,363,1339623840998170624
1045,mi2023pf,Camila_RojasV,892,1339622767516397574
1046,NataliaCalP,redaccionmedica,6,1339676744173830145
1047,Pancho_SW,Camila_RojasV,892,1339622767516397574
1048,fidel02196422,Camila_RojasV,892,1339622767516397574
1049,JoseMar81755795,tabarniaBCN,34,1339677203567656964
1050,mjcastromateos,PSOE,415,1339584712772218886
1051,DigoyoSe,sanchezcastejon,1313,1339587082193260546
1052,bluesmurf2020,tabarniaBCN,34,1339677203567656964
1053,Javi0128Leon,diostuitero,541,1339586935594000392
1054,MickyGuaren,patlosada1,1,1339670743269974016
1055,Marcela62393514,Camila_RojasV,892,1339622767516397574
1056,HaddockAdhoc,PostigoElena,286,1333824753736544256
1057,JohnWhistleblo1,CristinaSegui_,411,1339667170842832902
1058,gsushernandezdj,diostuitero,541,1339586935594000392
1059,np335039,tito_morano,188,1339601736797810697
1060,perezsantospasc,Jordigave,11,1339664199862116352
1061,Chapiescarlata,FRAVM,92,1339599145707827200
1062,hipersomnica,gpscongreso,99,1339584176517877760
1063,MAJORO77,rosaromerocr,43,1339565462259200000
1064,jacintoseara,marecuencopp,33,1339531126768021507
1065,Jesus__95,diostuitero,541,1339586935594000392
1066,zyx3xyz,articulo_30,116,1339626998826741761
1067,serrano_mena,sanchezcastejon,1313,1339587082193260546
1068,fdonunez,vladomirosevic,90,1339597662861942790
1069,hipersomnica,patxilopez,174,1339617333543841804
1070,a_albacete_v,gomezdcelis,72,1339630908278759432
1071,JFranciscoFS1,EHBilduCongreso,15,1339595531471863814
1072,ROSA_M_IBARRA,sanchezcastejon,1313,1339587082193260546
1073,hipersomnica,gpscongreso,79,1339540596105441288
1074,MontseAlbacete,sanchezcastejon,1313,1339587082193260546
1075,CarlosLopezMar,mlalanda,189,1339610851649662977
1076,Fermirv,gpscongreso,99,1339584176517877760
1077,franlealnavarro,Camila_RojasV,892,1339622767516397574
1078,Guzmn31822254,CristinaSegui_,411,1339667170842832902
1079,MDM_TinG,iBarbarellah,91,1339635638283452419
1080,MSJoficial,AndaluciaSinVOX,88,1339612023970291714
1081,hipersomnica,gomezdcelis,72,1339630908278759432
1082,Mae58135810,cuquemar,406,1339511128536346625
1083,PSCBaix,gpscongreso,99,1339584176517877760
1084,kinebravo,Camila_RojasV,892,1339622767516397574
1085,StewbiesChanel,salvadorilla,363,1339623840998170624
1086,docfmarin,sanchezcastejon,1313,1339587082193260546
1087,SEREIRIS,maherediadiaz,23,1339592461740515329
1088,RenePerle,patxilopez,174,1339617333543841804
1089,CarlosDPonciano,caval100,1,1310308226638938126
1090,hipersomnica,PSOE,415,1339584712772218886
1091,lorpalomita,lorpalomita,1,1339674037732163585
1092,CarlosDPonciano,caval100,3,1310323327513186304
1093,taico_taico,JOSEMANUELSOTO1,802,1339490975681536000
1094,CarlosDPonciano,caval100,4,1310338173990563847
1095,Liberales_Chile,luis_malla,6,1339643750159704066
1096,LaAbuelaDeHier1,supernova_2020,34,1339592475065819138
1097,AgustinBuades,mallorcadiario,2,1339498932196564993
1098,fox4617,CristinaSegui_,411,1339667170842832902
1099,JOSE_FELIX_ESP,CristinaSegui_,411,1339667170842832902
1100,_nicolegav,sanidadgob,134,1339613665016881155
1101,Nerea952512,sanchezcastejon,1313,1339587082193260546
1102,Mae58135810,articulo_30,116,1339626998826741761
1103,Orelle40,ecorepublicano,13,1339571511951306757
1104,FurryLibrarian,ramonlobo,742,1339607957810528256
1105,Cuchita20692492,tabarniaBCN,34,1339677203567656964
1106,JCarsalade,Camila_RojasV,892,1339622767516397574
1107,fox4617,JOSEMANUELSOTO1,802,1339490975681536000
1108,sara_oropesa,bitorin,1,1339666449699364873
1109,FJavierTw,Yo_Soy_Asin,358,1114054184012263424
1110,laiacunill,AnitaBotwin,55,1339676696723767296
1111,mrauorubik,manonioMgL,3,1339676742907211785
1112,CristobalDuran_,Camila_RojasV,892,1339622767516397574
1113,AraceliOtero60,salvadorilla,363,1339623840998170624
1114,Oigres23_HS,CristinaSegui_,411,1339667170842832902
1115,KilianCD,RuizdeDiego3000,8,1339674891507953670
1116,hipersomnica,sanchezcastejon,1313,1339587082193260546
1117,UNIVERSIDAdema,Congreso_Es,290,1339584205341114369
1118,P__glamour,iBarbarellah,91,1339635638283452419
1119,HowardFredes,Camila_RojasV,892,1339622767516397574
1120,SEREIRIS,pedro_casares,61,1339583841233563649
1121,GALsoc,JOSEMANUELSOTO1,802,1339490975681536000
1122,LaDiosaLibre,CristinaSegui_,411,1339667170842832902
1123,Javierv71362018,jucilnacional,39,1339644404399804418
1124,alemanymarjos,ramonlobo,742,1339607957810528256
1125,abdonpizarro,ConySchon,30,1339624727925706753
1126,BeaBarbe,iBarbarellah,91,1339635638283452419
1127,AguaysalMar,ramonlobo,742,1339607957810528256
1128,Nahiax,Camila_RojasV,892,1339622767516397574
1129,Juanjoymedio,redaccionmedica,6,1339676744173830145
1130,catolica_a,carinho9,6,1339609220463947778
1131,StalingradoFC,cuquemar,406,1339511128536346625
1132,snoppy61,Camila_RojasV,892,1339622767516397574
1133,OrrantiaTar,EHBilduCongreso,15,1339595531471863814
1134,sussyshaw,JAguilera_actor,4,1339669722506387458
1135,30jun82,Camila_RojasV,892,1339622767516397574
1136,CristinaAlcalaL,redaccionmedica,6,1339676744173830145
1137,ehbildubizkaia,RuizdePinedo,21,1339633490174881793
1138,MontseRoma5,soalbeharo,3,1339670592304328706
1139,bancadaPSchile,LeoSotoChile,39,1339636403337048070
1140,Chus32375669,JOSEMANUELSOTO1,802,1339490975681536000
1141,ehbildubizkaia,EHBilduCongreso,15,1339595531471863814
1142,TrovadorLleunes,tito_morano,188,1339601736797810697
1143,PsoeSanBlas,sanchezcastejon,1313,1339587082193260546
1144,AsisTimermans,carinho9,6,1339609220463947778
1145,MeriRozadio,sanchezcastejon,1313,1339587082193260546
1146,MARIAJE77,sanchezcastejon,1313,1339587082193260546
1147,NeneAbt,Camila_RojasV,892,1339622767516397574
1148,MoragaQ,LyaGonzalez1,11,1339675190540820488
1149,germenesa,JOSEMANUELSOTO1,802,1339490975681536000
1150,NuevoRecoleta,FelipeParadaM,24,1339625522721124353
1151,CLangayo,CristinaSegui_,411,1339667170842832902
1152,MoragaQ,Camila_RojasV,892,1339622767516397574
1153,AnaEnfadadita,ramonlobo,742,1339607957810528256
1154,DonvictoH,JOSEMANUELSOTO1,802,1339490975681536000
1155,RVERAMART,Camila_RojasV,892,1339622767516397574
1156,firrisflaiflas,AnitaBotwin,55,1339676696723767296
1157,ElParra84180105,Mayafernandeza,6,1339642651839229958
1158,pilcrespher,Jccampm,71,1339612492754989058
1159,jcstillf,vladomirosevic,28,1339660338942373889
1160,BeeMakinami,Mayafernandeza,64,1339631982687318017
1161,kikorron9,CristinaSegui_,411,1339667170842832902
1162,neguillan,gpscongreso,27,1339558619013124099
1163,Maria99324641,vladomirosevic,28,1339660338942373889
1164,JoseIGonzlez2,cuquemar,406,1339511128536346625
1165,DrZaius_JMH,Ruben_PerezT,4,1339606463262711809
1166,NicolauStran,JOSEMANUELSOTO1,802,1339490975681536000
1167,euler_munch,Mayafernandeza,156,1339345599917944833
1168,EVirino,pardodevera,516,1339584714064056324
1169,ValHappiness_u_,LaRevueltaCL,3,1339675555986288642
1170,rosavallekas,FRAVM,92,1339599145707827200
1171,HispaniaIb,PabloHertfelder,11,1339616307067695104
1172,937908Mcm,patxilopez,174,1339617333543841804
1173,PrezGana,Panchoundurraga,36,1339642115777818626
1174,Dieigou,feliperamos1980,9,1339559546914820097
1175,gcabe123,Camila_RojasV,892,1339622767516397574
1176,Rosa42301618,CristinaSegui_,411,1339667170842832902
1177,norbertamadriz,Cristina_H_,3,1339595185617924097
1178,PedroGm90153483,JOSEMANUELSOTO1,802,1339490975681536000
1179,TahaZitan,fabri_davila,14,1339672927881617410
1180,Zuperwow,LaRevueltaCL,3,1339675555986288642
1181,bouzas_ferro,CristinaSegui_,411,1339667170842832902
1182,Arfigueiras,feliperamos1980,9,1339559546914820097
1183,mvlg76,PostigoElena,286,1333824753736544256
1184,PepaFIowers,PepaFIowers,14,1337134677975556098
1185,FamiliaCEU,PSaludMadrid,6,1339668083837980678
1186,JaimeDelgadoM,ramonlobo,742,1339607957810528256
1187,juliovicenteglz,gpscongreso,85,1339525129248907266
1188,sp4guetti,guillegar90,2,1339559645741019139
1189,ocondedemalvar,pardodevera,516,1339584714064056324
1190,josem_benitez,sanchezcastejon,1313,1339587082193260546
1191,cecastroramos,sanidadgob,134,1339613665016881155
1192,DavRojasLizama,Camila_RojasV,892,1339622767516397574
1193,Jasp761977,JOSEMANUELSOTO1,802,1339490975681536000
1194,yonopiensoigual,JOSEMANUELSOTO1,802,1339490975681536000
1195,937908Mcm,salvadorilla,363,1339623840998170624
1196,Uruc19,Camila_RojasV,892,1339622767516397574
1197,juanjonieto79,CristinaSegui_,411,1339667170842832902
1198,TxanMikel,RuizdePinedo,44,1339578569182203905
1199,Gloria_Calero,abalosmeco,216,1339604490815680512
1200,MRetacher,PostigoElena,286,1333824753736544256
1201,JordiAmadeus,CristinaSegui_,411,1339667170842832902
1202,DanielSilvaMad,Hora_Digital,1,1339668572767997963
1203,DiegoDVSG,diostuitero,541,1339586935594000392
1204,Arancha_J,mlalanda,189,1339610851649662977
1205,muertepormir,Dani_Melluzzine,5,1339597393445019653
1206,EsthertxuBlanco,gpscongreso,99,1339584176517877760
1207,Clare1959,fabri_davila,14,1339672927881617410
1208,pauladelgado76,tito_morano,188,1339601736797810697
1209,Juanredondod,nomecayona,43,1339600892262195203
1210,Sol_GH,Camila_RojasV,892,1339622767516397574
1211,despuesvengo,CristinaSegui_,411,1339667170842832902
1212,CharoLpez2,DRZRZ,3,1339673486109925378
1213,samuelmartimo,fabri_davila,14,1339672927881617410
1214,rosa_redolat,ramonlobo,742,1339607957810528256
1215,Mailentuki,ViverosPeralta,2,1339674787396907008
1216,Cs_elbosque,Mayafernandeza,64,1339631982687318017
1217,MickBate111,pardodevera,516,1339584714064056324
1218,olga_barrios,sanchezcastejon,1313,1339587082193260546
1219,c_laborda,sanchezcastejon,1313,1339587082193260546
1220,didactorres,diostuitero,541,1339586935594000392
1221,BeeMakinami,fplatorre6,5,1339635853560262656
1222,Victori34894687,CristinaSegui_,411,1339667170842832902
1223,Uthzul,diostuitero,541,1339586935594000392
1224,alegamal_21,Camila_RojasV,892,1339622767516397574
1225,antgalan,salvadorilla,363,1339623840998170624
1226,MaraSoriano7,RuizdeDiego3000,8,1339674891507953670
1227,Gloria_Calero,salvadorilla,363,1339623840998170624
1228,BeaBarbe,CristinaSegui_,411,1339667170842832902
1229,Milunda,tito_morano,188,1339601736797810697
1230,Carlitodinka,altuwi,2,1339663914821410827
1231,betiquer,JOSEMANUELSOTO1,802,1339490975681536000
1232,mercedescdz,abalosmeco,216,1339604490815680512
1233,c_laborda,patxilopez,174,1339617333543841804
1234,IglesiasMamen,Ander_Gil,31,1339587645039550471
1235,bbekka3000,mlalanda,189,1339610851649662977
1236,AriSimio,iBarbarellah,91,1339635638283452419
1237,JosepJimenez2,ramonlobo,742,1339607957810528256
1238,innovacio_psoe,sanchezcastejon,1313,1339587082193260546
1239,MJrosasRojas,pardodevera,516,1339584714064056324
1240,Gloria_Calero,sanchezcastejon,1313,1339587082193260546
1241,Todovoxlibre,gpvoxmurcia,12,1339654114301644802
1242,dela8791dela,pardodevera,516,1339584714064056324
1243,antgalan,sanchezcastejon,1313,1339587082193260546
1244,daniel27693865,Camila_RojasV,892,1339622767516397574
1245,caracaballa,JOSEMANUELSOTO1,802,1339490975681536000
1246,Gloria_Calero,sanidadgob,134,1339613665016881155
1247,AngelgonzalezC2,CristinaSegui_,411,1339667170842832902
1248,antgalan,sanidadgob,134,1339613665016881155
1249,ngelesMartn1,JOSEMANUELSOTO1,802,1339490975681536000
1250,fefa4747,sanchezcastejon,1313,1339587082193260546
1251,rafaroblesreina,pedro_casares,61,1339583841233563649
1252,ReturnTomasino,jucilnacional,39,1339644404399804418
1253,Fonch2,articulo_30,116,1339626998826741761
1254,JulioAbascal56,CristinaSegui_,411,1339667170842832902
1255,Zuperwow,Camila_RojasV,892,1339622767516397574
1256,Cabranotancabra,Camila_RojasV,892,1339622767516397574
1257,harrypedro7,gpscongreso,25,1339660336916553733
1258,FonsecAsturias,DRZRZ,3,1339673486109925378
1259,harrypedro7,gomezdcelis,72,1339630908278759432
1260,GozoMerino,JOSEMANUELSOTO1,802,1339490975681536000
1261,mercedescdz,MichelMontaner,40,1339618591990280192
1262,NinegroNiblanc2,JOSEMANUELSOTO1,802,1339490975681536000
1263,Todoesposible90,JAguilera_actor,4,1339669722506387458
1264,Quissicutdeus1,Jordigave,25,1339611650161336322
1265,Viajeradelalba_,Doctorlandoe,2,1339672141999054848
1266,gaygigante,Camila_RojasV,892,1339622767516397574
1267,raquel_gc92,sanchezcastejon,1313,1339587082193260546
1268,lflola65,ramonlobo,742,1339607957810528256
1269,Irene_Parra_C,EspanaVivaLibre,10,1339544548863864832
1270,Grave_Julius,CristinaSegui_,411,1339667170842832902
1271,FrasquetRafael,JOSEMANUELSOTO1,802,1339490975681536000
1272,CONCHA_ZARAGOZA,gariduran,14,1339494644623798273
1273,CarmenCalvoGarc,AntonioCanoEnf,14,1339511873608269825
1274,JRValleciyo,AleteiaES,69,1339671206744764426
1275,CandiJM,MikiyDuarte,34,1339594871963672584
1276,leal_mc,ramonlobo,742,1339607957810528256
1277,roomarins,tito_morano,188,1339601736797810697
1278,Irene_Parra_C,alecheca,3,1339584879646818305
1279,ep_mariela,Camila_RojasV,892,1339622767516397574
1280,02Sirbel,gomezdcelis,72,1339630908278759432
1281,PaolaMeloCea,Mayafernandeza,64,1339631982687318017
1282,Fco_Morales_H,sanchezcastejon,1313,1339587082193260546
1283,Malahe_8,pardodevera,516,1339584714064056324
1284,juliovicenteglz,gpscongreso,25,1339660336916553733
1285,Robersoat,altoaragon,1,1339632051880927232
1286,sacrial,sanchezcastejon,1313,1339587082193260546
1287,malczr,mlalanda,189,1339610851649662977
1288,Viferam,salvadorilla,363,1339623840998170624
1289,AlexCarrascoso,asaltoalscielos,8,1339672968511811584
1290,JuanVeraV,galegriasolis,10,1339624597583491074
1291,mmartinez1964,abalosmeco,216,1339604490815680512
1292,amartinezjeldrs,Mayafernandeza,64,1339631982687318017
1293,revengaabogados,salvadorilla,363,1339623840998170624
1294,nerx,sanidadgob,134,1339613665016881155
1295,CamilaBenado,Mayafernandeza,64,1339631982687318017
1296,PROLOSLAGOS,marcoporchile,50,1339646995682762756
1297,Olaya_rozada1,diostuitero,541,1339586935594000392
1298,RecuperacionS,Mayafernandeza,64,1339631982687318017
1299,RollMyOwns,carlismoes,16,1339668266663469058
1300,pilcrespher,diego952672768,35,1339588358654156807
1301,madquad10,CristinaSegui_,411,1339667170842832902
1302,m5a5r5i5,JOSEMANUELSOTO1,802,1339490975681536000
1303,SrPereiras,mlalanda,17,1339613956411940865
1304,xemari1980,sanchezcastejon,1313,1339587082193260546
1305,lublo8,nomecayona,86,1339484349683683330
1306,Cristobal_Vaca,vladomirosevic,120,1339551293610860550
1307,SEBASTI46585263,gomezdcelis,72,1339630908278759432
1308,jocipez,Camila_RojasV,892,1339622767516397574
1309,mialemava,Camila_RojasV,892,1339622767516397574
1310,Daniel_Vinals,fabri_davila,14,1339672927881617410
1311,alfadres,nomecayona,43,1339600892262195203
1312,panchomartinez,Camila_RojasV,892,1339622767516397574
1313,SEBASTI46585263,gpscongreso,25,1339660336916553733
1314,jcarballof,VPlaza_D,1,1339614699495837698
1315,ConchiPascual3,sanchezcastejon,1313,1339587082193260546
1316,AntParra,fabri_davila,14,1339672927881617410
1317,jorgeamadob,Electograph,15,1339664744702197760
1318,olgaalonso62,Congreso_Es,290,1339584205341114369
1319,MarioCostaRuiz,fabri_davila,14,1339672927881617410
1320,Seth_Tifon,jborrego,1,1339673816927260673
1321,magali_atienza,ramonlobo,742,1339607957810528256
1322,SEBASTI46585263,gpscongreso,83,1339596763301212170
1323,Inmacas2019,JOSEMANUELSOTO1,802,1339490975681536000
1324,JvnsConPedro,fabri_davila,14,1339672927881617410
1325,ugoestrada,Defensoria_Peru,77,1339624586380455936
1326,CasalDominguez,JOSEMANUELSOTO1,802,1339490975681536000
1327,vmdepedro,diostuitero,541,1339586935594000392
1328,Hechulera,sanchezcastejon,1313,1339587082193260546
1329,Maialen2617,Congreso_Es,290,1339584205341114369
1330,nose1488,Jordigave,25,1339611650161336322
1331,republicana_r,pardodevera,516,1339584714064056324
1332,voigt_claus,Camila_RojasV,892,1339622767516397574
1333,pineiroangeles1,MichelMontaner,40,1339618591990280192
1334,Maras70,mlalanda,189,1339610851649662977
1335,fuentes_marcela,Mayafernandeza,64,1339631982687318017
1336,MSnoopy21,AleteiaES,69,1339671206744764426
1337,Barry48028245,CristinaSegui_,411,1339667170842832902
1338,talarn55,termitaelefante,1,1339670164439257088
1339,SaraMestres,ramonlobo,742,1339607957810528256
1340,joaocarapinha,jmarques39,2,1339669712310071296
1341,sosamatxu,asaltoalscielos,8,1339672968511811584
1342,mantenmealtanto,Camila_RojasV,892,1339622767516397574
1343,JesusRequena8,PostigoElena,286,1333824753736544256
1344,gonzale_pedro,MikiyDuarte,34,1339594871963672584
1345,eldisidenteOK,CristinaSegui_,411,1339667170842832902
1346,RPagicell,pachi379,1,1339625130377539584
1347,Viviana__MD__,salvadorilla,363,1339623840998170624
1348,ComunJoven,Panchoundurraga,36,1339642115777818626
1349,hilaester,aranamc,1,1339668177274478597
1350,isauralealf,abalosmeco,216,1339604490815680512
1351,luiszu2101,ramonlobo,742,1339607957810528256
1352,gonzale_pedro,MikiyDuarte,41,1339600591522156544
1353,agcalderon1508,abalosmeco,216,1339604490815680512
1354,CuadradoAndres,sanchezcastejon,1313,1339587082193260546
1355,Pingoberto,sergiorgari,5,1339616327259070464
1356,inap27cabello,ramonlobo,742,1339607957810528256
1357,paolamarin19_,sanchezcastejon,1313,1339587082193260546
1358,minervaprocu,JOSEMANUELSOTO1,802,1339490975681536000
1359,LILLOTERESA,gomezdcelis,72,1339630908278759432
1360,JSCLH,fabri_davila,14,1339672927881617410
1361,ComunalStgoPS,Mayafernandeza,64,1339631982687318017
1362,ComunalStgoPS,Mayafernandeza,6,1339642651839229958
1363,isauralealf,SalazarRoPaco,26,1339611805929398274
1364,Susana_Ulukai,iBarbarellah,91,1339635638283452419
1365,IAyalaSender,ramonlobo,742,1339607957810528256
1366,AlfredoVAyala,JSAMalaga,26,1339606333130113025
1367,CarlosFalo,diostuitero,541,1339586935594000392
1368,ComunalStgoPS,vladomirosevic,97,1339635893175537668
1369,vroncod,Congreso_Es,290,1339584205341114369
1370,lorpalomita,infogatecl,2,1339673111432716288
1371,SusanaBlanca6,CristinaSegui_,411,1339667170842832902
1372,R_CORROCHANO,ramonlobo,742,1339607957810528256
1373,RPagicell,vladomirosevic,109,1339588550048710664
1374,Carmenchu23F69,Conchi_Palencia,108,1339293470117203968
1375,SerranoRomero42,JOSEMANUELSOTO1,802,1339490975681536000
1376,daniel27693865,jgalemparte,74,1339606643026374662
1377,Jmaryalvarez,Doctorlandoe,2,1339672141999054848
1378,pinelkike,tito_morano,188,1339601736797810697
1379,WorstCarlosEver,Camila_RojasV,892,1339622767516397574
1380,teresa_romeroa,dieguez_miguel,21,1339667899104030730
1381,AlfredMartnez,PSOE,415,1339584712772218886
1382,BelchAndres,PSaludMadrid,6,1339668083837980678
1383,RatonColocao,PSOE,415,1339584712772218886
1384,mekhp,Camila_RojasV,892,1339622767516397574
1385,Mar_MiFu,Camila_RojasV,892,1339622767516397574
1386,isauralealf,justiciagob,25,1339600835576139781
1387,Alejandra1sabel,vladomirosevic,28,1339660338942373889
1388,mamvilo54,jesanez,3,1339670404743507971
1389,SandraYomisan,AleteiaES,69,1339671206744764426
1390,Brujeer,pardodevera,516,1339584714064056324
1391,CurritoRojo,gomezdcelis,72,1339630908278759432
1392,archivoatenea,Camila_RojasV,892,1339622767516397574
1393,tobeimmortal,cuquemar,406,1339511128536346625
1394,karlitajara,Camila_RojasV,892,1339622767516397574
1395,estebanyanez_,nacioncl,1,1339664160729120768
1396,BeeMakinami,vladomirosevic,97,1339635893175537668
1397,Beatriz02825984,mlalanda,23,1339613953396236302
1398,multiverso11d,JOSEMANUELSOTO1,802,1339490975681536000
1399,lorpalomita,juanenriquepi,27,1339602069716516865
1400,pashadotcl,Camila_RojasV,892,1339622767516397574
1401,JaimeColomaT,matiaswalkerp,64,1339619157432791045
1402,Alca_Shofa,Camila_RojasV,892,1339622767516397574
1403,_Garcia__,JOSEMANUELSOTO1,802,1339490975681536000
1404,Alejand56764478,supernova_2020,125,1126107217411833858
1405,RodrigoSain,CristinaSegui_,411,1339667170842832902
1406,muly_,FRAVM,92,1339599145707827200
1407,AnisaMarzo2011,pardodevera,516,1339584714064056324
1408,lapanchaaqui,Camila_RojasV,892,1339622767516397574
1409,maquinandoarte,tito_morano,188,1339601736797810697
1410,juanepizarro1,ElenaValenciano,32,1339579739392991234
1411,marylen61,Camila_RojasV,892,1339622767516397574
1412,DanielCabrera70,dieguez_miguel,21,1339667899104030730
1413,moral_cervantes,iBarbarellah,91,1339635638283452419
1414,chemarueda1,abalosmeco,216,1339604490815680512
1415,SIREF64,Camila_RojasV,892,1339622767516397574
1416,andresjavierCL,supernova_2020,34,1339592475065819138
1417,verdadesdemirna,AleteiaES,69,1339671206744764426
1418,MariaRoblandel,sanchezcastejon,1313,1339587082193260546
1419,LyaGonzalez1,beatriz_fraile,2,1339671894904201220
1420,ajrodriguezm1,ocotsalamanca,13,1339597817577316357
1421,Amanda57426306,AleteiaES,69,1339671206744764426
